-1632.9,     1231,   -412.8,    806.6,   1127.7,   1504.7,    754.4,    126.6,   1108.9,   1625.7,  -1126.9,   1193.8,     -285,    109.3,  -1595.7,  -1207.6,
   -442,    372.4,   -423.3,  -1515.2,   -386.6,   -539.1,     1481,   1182.8,    955.3,    746.6,  -1203.1,      270,   1053.9,  -1325.2,    106.8,   -841.4,
-1142.4,    -27.3,     -913,   -176.8,  -1526.1,    -89.6,    -1380,   -314.9,    900.3,    962.3,   -542.9,   -179.8,   1113.2,   -986.4,   1047.7,   -396.8,
 -373.7,   1522.9,   1530.1,    422.2,    -49.2,   -492.4,    -1375,    131.6,   1068.7,    362.1,   1363.4,    875.3,  -1049.5,    778.3,  -1314.5,  -1158.2,
 -324.7,    222.7,   -299.4,   1520.7,     -799,   -223.2,   -107.7,  -1574.8,   1156.7,   1598.5,   1166.3,   -340.1,   1489.2,   -314.8,   -990.1,   -512.3,
   1507,    135.7,   -877.4,    -1063,   1090.2,   -669.3,   -276.7,    305.6,      841,      828,  -1379.8,   -529.7,    990.1,   -606.6,    567.5,    269.5,
 -382.3,   -146.4,  -1201.6,   1500.2,    941.7,   -805.7,   1288.8,    459.7,    189.1,   -410.5,    270.2,     -384,    -1601,      445,   1424.6,   1355.6,
  567.3,   1097.8,   1449.2,    330.9,     1330,   1577.2,    930.3,    953.6,     68.3,    298.7,    200.3,    743.8,    479.2,   -963.7,   -422.5,   -151.1,
  451.9,    936.8,    816.4,    379.9,   -616.7,  -1186.6,  -1599.2,    173.3,   -721.5,  -1534.2,    104.2,    332.6,    560.3,  -1103.2,      -85,  -1611.6,
-1579.4,    387.8,  -1543.7,     -461,    299.9,   1624.1,    550.8,   1426.6,     1516,   1127.1,   -135.6,   1294.9,  -1391.1,    229.3,   1521.3,    643.3,
  361.4,    -88.6,    872.2,      519,   1374.4,  -1432.5,  -1199.7,  -1393.1,   -601.5,   -597.6,   1238.5,    917.6,   1637.8,  -1518.5,   1361.9,    254.2,
 -349.7,   1459.2,    263.3,     -209,  -1039.4,    684.9,   -960.1,   1178.5,   1089.1,     33.8,  -1561.2,   -536.3,   1178.4,   -498.9,   1247.5,   -735.3,
  498.7,    691.7,   1148.9,   -535.9,  -1288.8,    950.3,   -897.5,    180.4,   1215.3,   1219.4,   1478.8,  -1056.9,    -95.7,  -1353.7,  -1587.5,    339.3,
-1298.1,  -1143.3,   1117.2,   -496.4,   -395.9,   -743.7,   -996.7,   -234.9,    938.8,     1215,    538.8,  -1392.3,  -1065.8,   -782.5,   -967.8,    -1019,
-1567.2,   1560.3,   1065.1,   -221.1,    904.9,     1185,   1349.7,   -414.1,  -1465.3,    381.7,   -857.3,    275.5,   1517.5,   1398.4,  -1028.5,  -1313.8,
 -455.7,   1154.1,   -945.9,  -1165.5,   -699.9,    395.3,  -1356.6,    121.7,   -367.9,    -42.3,   1461.2,    548.6,    337.7,   1027.2,    578.6,   -114.1,
